loan_applicant_id,age,education,years_with_current_employer,years_at_current_address,household_income,debt_to_income_ratio,credit_card_debt,other_debt,y
4270,28,university.degree,21,3,68,38.9483408,8.674374384,17.81049736,1
14880,50,basic,14,28,211,29.200421,26.39797149,35.21491682,0
22087,41,professional.course,15,12,200,14.5403888,14.3185194,14.76225819,0
25961,43,university.degree,16,7,82,0.446301028,0.218993622,0.146973221,0
32418,33,high.school,8,7,46,4.025272614,0.476440207,1.375185196,0
49,25,high.school,16,23,235,13.96787113,13.95846133,18.86603582,1
30228,35,university.degree,1,17,167,9.533934114,5.852649406,10.06902056,0
27218,53,university.degree,13,12,177,5.925789217,7.801000319,2.687646596,0
15680,37,university.degree,17,24,152,1.037993255,0.315212295,1.262537452,0
12934,44,professional.course,22,13,58,12.22190866,4.523364389,2.565342635,0
30015,25,professional.course,11,10,144,1.557363775,0.938375088,1.304228749,0
3839,23,high.school,27,27,89,31.67610842,12.64254564,15.54919085,1
25664,24,professional.course,19,13,203,13.89615119,9.289149071,18.92003784,0
28199,31,professional.course,19,8,208,11.38187024,1.805412838,21.86887727,0
728,28,university.degree,19,19,272,35.46718993,73.9084904,22.5622662,1
24742,37,professional.course,7,31,25,15.03748439,0.684278465,3.075092632,0
5219,37,university.degree,5,18,217,9.642548631,12.36622168,8.558108848,0
20273,31,high.school,4,15,26,11.62084585,0.965675939,2.055743982,0
25118,50,high.school,3,9,67,14.22267602,5.887413266,3.64177967,0
23594,54,professional.course,1,29,147,23.62374682,15.87409574,18.85281208,0
18144,52,illiterate,24,29,93,16.55058459,6.525786029,8.86625764,0
9912,48,illiterate,18,11,36,8.265138617,0.844800689,2.130649213,0
33736,21,basic,3,13,195,3.680256765,4.43063305,2.745867642,0
4778,25,basic,16,24,148,22.38655554,0.888792548,32.24330965,0
30064,45,high.school,24,17,49,12.57553991,1.029654453,5.132360105,0
5748,54,high.school,27,4,221,12.30444295,12.748285,14.44453392,0
30597,21,illiterate,21,5,137,24.8944216,14.61775779,19.4875998,0
28419,43,high.school,21,1,155,26.79926193,6.608190264,34.93066573,0
12384,27,professional.course,24,25,43,4.485450409,0.781963379,1.146780297,0
19609,25,professional.course,11,17,193,20.96914247,7.2271539,33.24329107,0
16233,49,basic,6,22,159,0.805846192,0.681208335,0.60008711,0
35334,27,illiterate,23,3,116,13.52974861,6.630828497,9.063679892,0
32918,42,professional.course,8,2,124,22.65044568,15.63507194,12.4514807,0
28493,34,professional.course,24,4,39,22.8654949,5.991139748,2.926403264,0
40338,22,high.school,1,16,148,2.770870285,2.428162012,1.67272601,0
39352,30,high.school,18,28,49,13.27415673,2.581100311,3.923236486,0
18558,48,professional.course,6,25,202,8.327353215,5.892230608,10.92902289,0
1095,41,university.degree,0,18,268,26.9450436,36.57819468,35.63452217,1
39519,23,high.school,18,2,84,14.14124019,6.425948889,5.452692867,0
19834,29,professional.course,2,5,91,25.11532351,17.32460463,5.530339761,0
24652,53,university.degree,13,30,116,22.16815387,0.362400561,25.35265793,0
28349,44,university.degree,10,5,192,23.08763342,23.50044292,20.82781324,0
3178,52,professional.course,9,22,131,27.94612179,2.851717428,33.75770212,1
32590,43,university.degree,24,5,167,8.976251999,2.378933415,12.61140742,0
5414,41,high.school,25,19,235,23.26677155,40.38011031,14.29680282,0
617,50,high.school,13,21,189,22.20691874,17.53089949,24.44017693,1
30418,33,basic,8,16,218,6.287801799,8.696494868,5.010913054,0
4434,48,professional.course,3,8,332,9.386389642,17.77777621,13.3850374,1
10950,27,professional.course,26,22,32,7.365106173,0.189043222,2.167790753,0
3273,30,professional.course,2,5,387,35.32311066,53.76304397,82.93739429,1
10795,41,illiterate,12,31,222,12.43182453,11.39706617,16.20158429,0
39347,27,professional.course,4,29,171,18.99264159,5.30666294,27.17075418,0
5688,37,illiterate,25,12,168,17.07315064,20.90700406,7.775889023,0
17710,43,basic,26,21,55,10.11715689,0.490186704,5.074249586,0
17108,39,professional.course,24,1,47,5.370211013,1.172049743,1.351949433,0
21066,48,illiterate,16,21,136,25.94297815,24.121936,11.16051429,0
35096,29,basic,3,2,228,26.20692337,10.43669414,49.31509114,0
7507,23,illiterate,11,19,89,3.197473803,1.649357036,1.196394648,0
41061,28,university.degree,9,0,143,8.092281616,1.056246008,10.5157167,0
37695,56,illiterate,8,31,87,29.13457194,16.80489259,8.542184996,0
703,54,high.school,15,8,304,5.450581668,3.633724917,12.93604335,1
7702,45,professional.course,24,2,237,19.03868102,4.093191766,41.02848225,0
9326,38,professional.course,12,13,71,30.00567594,4.406091892,16.89793803,0
4057,49,high.school,10,25,116,32.53135329,5.127993576,32.60837625,1
30694,41,illiterate,13,20,120,7.020969806,4.540747662,3.884416105,0
9253,39,high.school,6,23,220,25.53731498,10.42648375,45.7556092,0
35702,51,basic,10,26,182,2.335979172,0.145131329,4.106350763,0
34073,42,high.school,6,7,74,6.498943782,1.620638863,3.188579536,0
17450,26,high.school,11,7,149,18.54154208,19.95175986,7.675137845,0
31969,54,illiterate,2,23,93,3.248071148,0.237910224,2.782795944,0
20778,41,professional.course,2,22,132,18.36516129,4.719480939,19.52253196,0
6090,48,professional.course,15,7,180,22.17324042,2.536357453,37.37547529,0
38761,42,high.school,6,0,63,28.00323632,3.384452865,14.25758601,0
17435,52,university.degree,24,12,79,12.6120891,5.470773383,4.492777003,0
29052,51,basic,27,12,233,16.97095738,11.84270532,27.69962538,0
26593,28,high.school,8,4,153,4.049283895,4.502129686,1.693274673,0
29954,32,high.school,1,31,94,2.541241637,0.09793641,2.290830729,0
12690,38,university.degree,8,29,43,12.27106083,2.379683969,2.896872188,0
23184,35,high.school,5,9,127,12.84298581,11.73405277,4.576539211,0
40089,32,basic,25,24,170,26.41084631,10.66798348,34.23045525,0
1217,40,illiterate,17,28,52,21.34718004,4.166747728,6.933785892,1
34342,43,high.school,13,28,143,28.61651435,29.3206696,11.60094593,0
23958,48,professional.course,5,16,46,19.66706723,1.921731199,7.125119727,0
10977,24,basic,14,8,97,24.62701025,3.682901289,20.20529865,0
20126,32,professional.course,6,25,183,7.605569523,2.888275935,11.02991629,0
12231,25,basic,11,21,14,4.432162569,0.362453764,0.258048996,0
26153,32,high.school,18,4,119,6.249576267,1.41490678,6.022088978,0
6423,45,illiterate,10,21,84,13.68604347,4.48729784,7.008978671,0
34025,40,illiterate,18,4,185,7.984943657,2.818862149,11.95328362,0
5225,22,high.school,20,7,123,21.47154445,6.621116467,19.78888321,0
20666,54,basic,11,12,163,14.38003712,9.899496002,13.53996451,0
26807,46,high.school,19,22,180,28.31639514,27.30743981,23.66207144,0
14709,33,illiterate,11,24,25,4.562159081,0.367953586,0.772586184,0
28384,53,professional.course,10,13,237,5.889592378,6.625882709,7.332451226,0
28987,51,university.degree,18,18,183,29.85636645,9.066860759,45.57028985,0
250,53,university.degree,7,9,118,19.26813574,19.68621719,3.050182975,1
39664,47,high.school,21,9,62,28.09309583,0.590147271,16.82757214,0
16688,49,university.degree,25,4,80,10.69617943,2.679825691,5.877117852,0
29014,29,professional.course,6,14,26,18.12834677,2.662575867,2.050794293,0
11586,41,illiterate,27,21,169,11.03270142,6.876694569,11.76857083,0
16713,50,university.degree,17,8,178,27.75816859,33.29947305,16.11006704,0
14475,29,illiterate,2,26,233,9.812318029,11.25547189,11.60722912,0
35749,45,university.degree,2,26,21,22.34502473,2.426437104,2.266018089,0
5856,33,professional.course,23,16,126,7.13449749,4.068155155,4.921311683,0
25867,45,illiterate,8,17,150,28.21240734,30.35606774,11.96254327,0
34212,23,professional.course,19,15,193,16.91692454,17.66868259,14.98098178,0
19319,47,professional.course,11,27,30,12.76448179,2.045444078,1.783900457,0
41010,23,illiterate,21,31,115,9.728868095,6.914563388,4.273634922,0
10537,24,professional.course,22,13,48,12.52209036,2.352110781,3.658492592,0
5024,27,university.degree,20,4,85,15.8208118,8.954150682,4.493539344,0
352,53,professional.course,17,15,126,40.7165729,40.6657117,10.63717016,1
12181,32,professional.course,14,7,232,12.29569828,16.03232705,12.49369295,0
14950,21,basic,12,4,111,20.76742241,3.513188514,19.53865037,0
6471,54,university.degree,24,24,160,20.19392274,6.210220368,26.10005601,0
23194,48,professional.course,2,16,20,26.33345224,1.612051414,3.654639034,0
9178,52,illiterate,19,28,201,15.04446807,17.23734986,13.00203095,0
18023,42,basic,9,17,87,24.66418008,14.96950173,6.488334938,0
23240,24,basic,15,0,50,15.28299814,2.095778119,5.545720948,0
17280,20,basic,25,12,161,8.468599475,7.820720818,5.813724337,0
9446,47,high.school,10,2,81,8.516502986,2.926366143,3.972001276,0
15235,23,basic,8,22,66,29.04901267,3.635244546,15.53710382,0
29764,22,high.school,0,5,136,8.110891991,3.120517003,7.910296105,0
34122,37,professional.course,25,15,61,4.724889299,2.020030695,0.862151777,0
26639,51,illiterate,20,11,86,24.24857168,8.231586959,12.62218468,0
22301,55,university.degree,11,8,104,30.19169558,9.698390493,21.70097291,0
16261,49,basic,11,10,146,5.675245492,5.514658733,2.771199686,0
41123,30,high.school,18,22,158,3.477597914,2.648627199,2.845977505,0
5659,39,high.school,22,12,137,13.89272368,14.28876,4.744271445,0
14978,34,high.school,4,29,177,11.51657051,4.140771719,16.24355808,0
7457,22,university.degree,16,15,76,29.58493055,11.13000414,11.35454308,0
32488,24,illiterate,17,3,67,8.473822675,1.004950912,4.67251028,0
26067,52,illiterate,12,28,157,7.791914065,5.933696969,6.299608112,0
24676,20,university.degree,8,17,185,15.2665977,6.145343398,22.09786235,0
29823,34,illiterate,19,17,172,7.19422973,8.901663321,3.472411814,0
7047,30,basic,26,11,91,24.33394061,9.970110356,12.1737756,0
30795,23,university.degree,5,3,54,21.0219845,2.267135486,9.084736145,0
23678,49,high.school,27,25,175,19.90092224,23.14207812,11.68453579,0
38180,37,high.school,19,17,228,18.2698522,30.90584294,10.74942007,0
26466,52,illiterate,21,19,90,28.69710801,1.279970498,24.54742671,0
19002,33,basic,24,6,212,4.584425955,1.988925494,7.730057531,0
37664,53,illiterate,26,1,89,26.98213368,0.784539774,23.2295592,0
20317,52,university.degree,7,22,53,17.95483702,2.13441599,7.381647633,0
6118,50,illiterate,24,12,160,18.55387909,22.62799744,7.058209108,0
13077,20,high.school,3,5,131,26.50110929,24.44234841,10.27410476,0
41003,49,university.degree,14,20,149,3.587204198,0.338016998,5.006917258,0
7090,46,professional.course,10,1,210,21.23994215,3.125092769,41.47878576,0
39077,28,high.school,22,16,93,21.81267218,12.15823465,8.127550477,0
33250,30,high.school,0,30,215,18.92998797,18.21186015,22.48761397,0
34764,39,high.school,3,22,186,7.858880796,2.47028947,12.14722881,0
20504,39,university.degree,12,9,153,19.78373926,8.844255712,21.42486535,0
18789,23,university.degree,3,7,94,26.58151967,2.267895204,22.71873328,0
4383,24,university.degree,5,24,81,28.61033601,13.84736038,9.327011786,1
8018,42,high.school,11,21,186,28.45592161,17.73457494,35.19343925,0
31807,44,high.school,26,26,44,3.427254964,0.826986879,0.681005305,0
26419,45,illiterate,17,7,176,24.92656104,22.34469738,21.52605005,0
7777,30,professional.course,24,13,229,9.927811299,14.5842845,8.15040338,0
18804,43,high.school,13,18,97,24.8146649,10.11019754,13.96002742,0
13603,21,illiterate,21,28,14,12.67482096,0.443794943,1.330679991,0
11743,30,basic,9,26,128,13.05428543,8.969965833,7.739519516,0
5579,38,illiterate,11,14,164,27.5289577,12.34806318,32.79942745,0
39847,28,high.school,21,18,191,28.25740573,15.11422209,38.85742285,0
19034,48,basic,4,14,130,26.51177037,1.914367824,32.55093366,0
7573,38,university.degree,5,21,134,13.59623983,6.246048568,11.97291281,0
40212,49,illiterate,11,5,49,22.80187659,7.140936939,4.031982592,0
24136,53,professional.course,19,29,41,20.87081065,4.365996923,4.191035443,0
23626,37,professional.course,12,7,160,19.00580536,2.654557598,27.75473097,0
1568,53,university.degree,8,4,284,13.08573548,8.874384118,28.28910466,1
6843,22,university.degree,20,2,82,0.656048955,0.228402347,0.309557796,0
35235,31,illiterate,13,31,170,2.534252512,0.601925357,3.706303914,0
29141,52,basic,1,30,43,7.426897268,2.027132688,1.166433137,0
25832,24,university.degree,1,5,133,20.63046078,7.690060191,19.74845265,0
22960,55,high.school,5,12,209,12.21525263,17.72304502,7.806832972,0
39835,48,illiterate,15,22,78,13.94890173,5.756294623,5.123848724,0
29301,25,high.school,6,23,118,11.92214137,8.801415667,5.266711153,0
39680,45,high.school,15,12,121,24.65936675,16.34408542,13.49374835,0
33261,36,basic,1,25,56,5.193809792,2.017098635,0.891434849,0
16960,37,professional.course,9,4,50,0.821623018,0.290734074,0.120077435,0
2502,23,basic,24,21,232,35.28266493,68.31182657,13.54395606,1
23465,34,university.degree,14,29,194,2.141515696,0.773104597,3.381435854,0
37331,56,professional.course,15,16,119,3.255418455,0.617997096,3.255950866,0
40325,55,basic,25,13,140,10.92915144,4.285572287,11.01523972,0
31221,25,high.school,22,30,206,19.92008557,6.598026739,34.43734953,0
13525,26,university.degree,6,1,143,2.857247568,1.032074112,3.053789911,0
39346,32,high.school,10,11,135,29.21410661,18.41975355,21.01929037,0
34928,43,professional.course,18,20,149,15.27384741,8.296176111,14.46185653,0
14645,25,professional.course,19,28,96,21.92459413,7.877656623,13.16995374,0
6226,43,basic,24,3,229,8.502295338,0.31379457,19.15646175,0
23131,50,basic,12,19,15,17.9745497,1.737467186,0.95871527,0
31679,36,professional.course,9,0,170,16.90047745,2.007065573,26.72374609,0
37971,30,professional.course,13,21,27,22.81100989,4.426301721,1.732670949,0
37311,49,professional.course,8,7,73,26.93890877,14.56375382,5.101649584,0
6330,32,basic,27,19,146,22.86876377,6.099324592,27.28907051,0
11933,47,illiterate,4,0,21,24.02941842,0.649387115,4.396790754,0
7005,32,illiterate,8,10,28,21.94849503,0.722077477,5.423501131,0
29494,28,basic,20,1,227,15.49598187,10.90970425,24.26617459,0
41169,37,professional.course,8,22,109,1.477121094,0.696521932,0.91354006,0
26515,52,illiterate,17,26,131,12.95312837,10.22937164,6.73922653,0
17523,49,high.school,26,27,160,8.619690441,7.908493161,5.883011545,0
10954,36,university.degree,22,24,104,3.682856728,1.568622687,2.26154831,0
1372,30,professional.course,15,16,151,18.55107419,14.89078957,13.12133245,1
35719,45,basic,16,3,32,12.46450278,0.114144794,3.874496096,0
11269,35,university.degree,23,1,240,30.56263361,23.06517416,50.2851465,0
17613,52,basic,4,12,131,19.5091949,6.325760802,19.23128451,0
18921,23,professional.course,3,22,125,13.68777566,8.006557148,9.103162425,0
23708,48,professional.course,26,31,38,2.58140538,0.041522882,0.939411162,0
9814,45,illiterate,22,30,24,20.76585964,0.670556626,4.313249688,0
32979,55,high.school,16,30,114,26.54850797,5.102561254,25.16273784,0
18755,50,basic,2,21,148,13.02102926,7.259869954,12.01125335,0
3749,43,professional.course,12,19,29,7.291197144,0.666975959,1.447471213,1
2667,37,university.degree,16,17,325,28.77409653,48.72958438,44.78622936,1
16103,46,high.school,17,19,192,10.38064558,2.641559753,17.28927977,0
39488,46,professional.course,3,31,115,30.24456348,5.67261944,29.10862856,0
40444,39,professional.course,5,0,93,28.13762159,11.05594955,15.11203853,0
5832,41,high.school,9,10,84,10.4086668,2.956643375,5.78663674,0
39386,20,illiterate,8,8,166,19.70358198,3.113172775,29.59477331,0
12607,21,professional.course,26,19,229,8.716034899,12.47187948,7.487840442,0
12270,55,university.degree,13,11,190,9.640531273,2.688745098,15.62826432,0
1461,22,illiterate,0,16,378,4.503167023,11.45328619,5.568685159,1
29745,33,university.degree,5,23,39,21.58702666,6.336291767,2.082648632,0
29692,28,basic,2,15,46,6.446636277,0.573202301,2.392250386,0
38072,43,high.school,8,9,159,3.546855118,1.196413578,4.443086059,0
8253,27,high.school,12,22,180,4.95464334,4.614693473,4.30366454,0
3700,38,illiterate,21,18,305,18.60311873,17.86002,38.87949213,1
31908,25,high.school,8,2,107,21.20934003,16.13937258,6.554621254,0
16720,47,university.degree,16,10,186,5.300605697,4.099299965,5.759826631,0
18342,42,high.school,1,9,191,3.105080194,3.396397074,2.534306098,0
32320,43,basic,5,11,66,12.23445538,5.378236164,2.696504387,0
17737,30,illiterate,21,15,162,5.298757336,0.567750013,8.016236871,0
41137,49,basic,8,15,49,16.61934093,5.258131983,2.885345073,0
7540,34,high.school,13,13,98,6.4432723,1.405917576,4.908489279,0
6518,28,high.school,27,11,26,22.32137841,2.879439092,2.924119295,0
307,51,university.degree,12,9,206,34.70151637,17.12113271,54.36399102,1
7595,37,university.degree,10,29,70,1.428200642,0.27862995,0.7211105,0
14543,32,basic,1,31,184,2.565708175,3.022543085,1.698359957,0
39885,37,professional.course,15,14,99,2.647976185,0.891626593,1.72986983,0
26552,51,high.school,11,17,220,6.284715542,3.463776924,10.36259727,0
14554,26,high.school,5,11,83,7.513090274,1.851438796,4.384426131,0
13507,50,professional.course,27,3,201,22.63041829,6.647452019,38.83968875,0
27164,21,university.degree,18,23,64,18.31323456,8.216511329,3.503958791,0
18970,20,university.degree,12,11,136,25.49774017,16.92599283,17.75093379,0
8138,28,professional.course,14,30,179,1.869266757,1.352609242,1.993378253,0
20930,24,high.school,1,13,39,22.19031782,0.433925147,8.220298804,0
34876,31,illiterate,6,1,227,21.49510735,37.2752119,11.51868179,0
12839,54,university.degree,25,18,82,22.69111614,4.150925976,14.45578926,0
39777,43,illiterate,27,28,86,16.21833317,7.332613294,6.615153233,0
19037,39,high.school,27,30,142,0.508955209,0.219287437,0.503428961,0
2090,54,basic,0,1,29,38.35045407,8.008870878,3.112760803,1
527,34,university.degree,15,5,40,5.628197928,1.305698214,0.945580958,1
23256,20,illiterate,15,21,186,9.743798003,3.682320324,14.44114396,0
22664,43,university.degree,18,23,223,0.773398546,0.785257293,0.939421465,0
25590,36,basic,13,26,15,18.60117857,1.072696963,1.717479822,0
3788,38,illiterate,7,14,135,11.24868378,2.171239967,13.01448314,1
21960,32,high.school,11,25,88,24.27971699,14.3497713,7.016379655,0
31650,39,illiterate,20,19,214,0.401438095,0.628276232,0.230801292,0
34105,34,illiterate,23,8,70,27.94910502,9.859211139,9.705162372,0
26415,22,basic,12,2,168,14.53822908,6.644331558,17.77989329,0
16823,44,high.school,24,15,49,20.4898079,1.855781879,8.18422399,0
23617,45,illiterate,1,29,157,17.84444776,16.66672667,11.34905631,0
28470,49,illiterate,5,17,53,20.51654429,0.396003887,10.47776459,0
21738,26,professional.course,3,8,185,17.7419922,22.01098886,10.81169671,0
16244,23,illiterate,0,8,68,4.06760795,1.202788402,1.563185004,0
10331,53,illiterate,23,14,29,15.28839188,0.691278742,3.742354903,0
5437,36,high.school,3,9,127,9.22515094,3.134514111,8.581427583,0
30034,50,illiterate,14,16,211,17.37936036,2.546720784,34.12372957,0
9953,31,professional.course,4,15,143,18.0188281,3.323523875,22.44340031,0
20550,53,professional.course,25,25,130,28.6362118,15.67463463,21.5524407,0
6271,44,university.degree,12,13,72,12.10212948,4.673060065,4.040473158,0
14369,28,professional.course,8,11,240,7.616403602,11.7118361,6.567532545,0
29107,36,illiterate,2,21,154,2.521836424,1.403845153,2.47978294,0
13880,50,basic,26,8,100,7.731665855,4.726248056,3.005417799,0
23929,54,high.school,20,0,238,22.97034878,35.91946652,18.74996358,0
34897,20,professional.course,21,24,137,14.15199107,1.103515339,18.28471242,0
31910,21,professional.course,24,16,56,5.167495067,2.122099491,0.771697747,0
8008,53,professional.course,17,18,159,24.27318405,0.984099682,37.61026296,0
27884,46,high.school,21,31,154,11.59132747,2.049501517,15.80114279,0
28838,22,basic,14,5,184,5.116585907,4.819800574,4.594717496,0
29590,53,illiterate,5,11,152,24.48576306,9.674276234,27.54408362,0
13849,20,high.school,24,20,72,17.54172194,8.83476218,3.795277617,0
12329,51,professional.course,7,13,168,8.194805117,2.909332049,10.85794055,0
274,39,illiterate,11,4,246,21.43112427,36.63601836,16.08454734,1
4076,22,illiterate,6,6,213,40.90413873,64.98552677,22.14028872,1
27800,45,university.degree,3,27,196,6.367183155,3.238098272,9.241580711,0
22596,26,university.degree,1,25,113,18.7526925,6.414377695,14.77616483,0
30518,45,university.degree,25,15,94,26.56313753,11.43521652,13.53413275,0
5614,26,university.degree,12,19,137,6.493390807,0.280727468,8.615217938,0
6862,28,high.school,23,8,108,6.269877551,3.102982821,3.668484934,0
17505,34,illiterate,3,28,133,11.72159486,10.10152978,5.488191382,0
8511,42,basic,4,11,109,28.48160987,8.439382176,22.60557259,0
10304,26,university.degree,12,11,227,21.8200269,3.175177722,46.35628333,0
28581,40,illiterate,10,25,88,10.2878657,4.457425308,4.595896508,0
2118,53,professional.course,19,6,304,24.66116152,10.46164572,64.50828529,1
8025,34,high.school,12,2,232,16.02501078,13.42059739,23.75742763,0
7852,42,high.school,12,29,105,21.35102247,9.393744604,13.02482899,0
33050,56,high.school,14,24,75,19.89279989,10.85651911,4.063080805,0
23092,25,high.school,22,16,99,16.62854498,3.609560876,12.85269865,0
25659,32,basic,14,18,224,24.36885017,22.99360907,31.59261532,0
28039,24,professional.course,14,4,213,13.91206304,12.68862348,16.94407081,0
30915,32,high.school,0,20,173,16.83322963,12.38070165,16.74078562,0
41185,56,high.school,13,17,71,18.6067921,6.437556315,6.773266078,0
36315,32,illiterate,9,23,234,23.83670342,9.875544309,45.90234169,0
17187,47,illiterate,9,2,194,16.45046551,17.07288471,14.84101838,0
3130,33,illiterate,27,3,377,7.428467017,11.16808608,16.83723457,1
6530,35,basic,20,30,28,9.605968341,1.851404557,0.838266578,0
15879,52,illiterate,9,6,192,11.48949552,15.84033959,6.219491804,0
13956,38,illiterate,12,6,242,15.30981535,5.434109724,31.61564343,0
6311,35,illiterate,15,0,24,10.8212709,0.218936634,2.378168382,0
8421,28,basic,14,3,14,10.98905677,0.805325242,0.733142706,0
39215,33,university.degree,24,18,205,30.42769879,38.65371193,23.7230706,0
422,51,high.school,1,25,341,4.411391794,4.84937939,10.19346663,1
25707,36,university.degree,8,13,189,19.2336533,18.75308738,17.59851736,0
9420,34,basic,21,20,59,26.79866852,2.299725036,13.51148939,0
37019,54,basic,4,29,155,3.993891608,2.761451679,3.429080314,0
12379,27,illiterate,12,19,130,4.008768901,0.689794477,4.521605094,0
18742,38,professional.course,18,17,40,15.36460281,0.212161609,5.933679513,0
28003,41,high.school,9,0,41,24.35202513,1.908518446,8.075811859,0
11690,28,university.degree,3,20,225,18.51351009,1.156035982,40.49936173,0
18469,44,professional.course,23,16,26,4.51796194,0.364451528,0.810218577,0
24707,29,illiterate,25,14,84,8.061022063,3.858908382,2.912350151,0
21569,28,basic,11,2,21,3.462559335,0.49068023,0.23645723,0
12826,49,university.degree,8,3,191,22.8700987,24.21103095,19.47085757,0
36679,48,illiterate,1,29,227,11.43406644,14.26055328,11.69477754,0
28091,33,basic,9,10,239,27.71713713,9.979778659,56.26417909,0
17626,41,illiterate,20,14,18,13.9667764,0.80163746,1.712382292,0
21644,38,high.school,7,11,82,28.33044625,4.491649303,18.73931662,0
15048,52,high.school,16,29,50,30.02080531,5.909971789,9.100430864,0
4000,32,professional.course,22,12,409,13.34743443,11.21931462,43.37169219,1
36581,54,basic,1,21,89,14.87724503,0.806240729,12.43450735,0
12935,40,high.school,20,26,27,24.12049027,3.433326152,3.079206221,0
40670,46,professional.course,1,4,222,17.94784041,11.42435558,28.41985012,0
22312,28,basic,7,9,177,13.81935949,11.77092348,12.68934282,0
29458,31,high.school,25,22,167,14.46104264,6.777682698,17.37225851,0
7126,20,professional.course,15,10,68,28.10432793,13.70140152,5.409541473,0
21139,38,illiterate,5,21,209,13.47973738,10.98666938,17.18598176,0
33218,22,basic,2,13,236,15.77222387,21.71716592,15.50528242,0
30298,48,professional.course,13,30,187,21.27382166,23.31811622,16.46393029,0
30474,46,professional.course,15,0,36,0.967050385,0.155823097,0.192315041,0
31880,36,university.degree,17,16,144,24.74314913,21.66626304,13.9638717,0
24454,53,professional.course,13,28,166,17.86602121,12.29668239,17.36091281,0
3585,50,illiterate,4,23,392,33.13903649,32.58606718,97.31895588,1
3161,50,university.degree,2,0,245,14.5704849,24.79788881,10.89979919,1
13332,34,high.school,1,20,166,22.6258349,3.046857323,34.51202861,0
15834,53,university.degree,26,0,114,16.22093041,5.208886857,13.28297381,0
21243,27,high.school,1,8,237,13.68111418,16.69399926,15.73024136,0
40238,38,illiterate,3,18,95,29.33328997,1.086667847,26.77995762,0
35571,37,basic,21,22,153,13.74762176,6.215294686,14.8185666,0
36017,33,high.school,15,8,133,28.05273815,10.93881512,26.37132663,0
14083,54,professional.course,10,18,149,17.07234941,12.66012937,12.77767125,0
1675,29,high.school,12,12,376,13.16872648,24.9500126,24.56439897,1
11035,24,basic,13,14,167,19.00177856,9.916911269,21.81605893,0
38122,35,university.degree,14,18,58,28.94214049,1.845519351,14.94092213,0
15474,33,basic,14,18,229,19.80822238,21.81582602,23.54500323,0
23156,50,professional.course,23,24,126,5.163139083,0.232011544,6.273543701,0
1867,30,illiterate,9,21,225,12.07998267,8.38871063,18.79125037,1
8623,26,university.degree,3,1,134,24.48927453,7.679755484,25.13587239,0
31172,36,basic,3,7,195,23.94202573,34.30359433,12.38335584,0
7960,22,illiterate,20,1,142,11.78421345,7.989500519,8.744082574,0
6539,40,illiterate,7,25,225,1.861357724,1.530763994,2.657290886,0
31699,48,high.school,8,17,120,19.99661909,11.39391076,12.60203214,0
7632,53,basic,18,13,160,23.98758777,24.25384748,14.12629295,0
11226,39,university.degree,16,29,22,13.48388922,1.541769888,1.424685741,0
22652,40,high.school,22,3,59,12.75151582,1.55352345,5.969870882,0
33312,29,university.degree,5,11,45,22.37606288,3.864906675,6.20432162,0
23148,31,illiterate,1,9,220,28.44237745,18.09119436,44.48203603,0
17310,28,basic,25,3,139,27.3327981,3.188475734,34.80411363,0
20445,44,basic,19,10,107,14.49697015,1.144005347,14.36775271,0
29038,39,illiterate,23,16,15,5.71729704,0.370239905,0.487354651,0
39256,51,basic,20,25,103,17.73013577,7.789568277,10.47247156,0
33135,48,university.degree,3,9,127,7.633309902,1.504194364,8.190109211,0
22294,53,basic,26,26,139,16.24293964,11.30843383,11.26925228,0
33101,49,professional.course,17,7,161,21.23483982,21.81800666,12.37008545,0
24898,40,high.school,9,2,178,1.185656052,1.120796337,0.989671436,0
23280,50,illiterate,5,6,86,8.050018857,1.653766403,5.269249813,0
22293,40,professional.course,22,7,107,2.654574933,1.305417104,1.534978074,0
4616,50,basic,9,22,264,26.41553946,34.93390692,34.80311724,1
3299,29,high.school,27,19,162,12.97954283,3.859898644,17.16696073,1
245,33,university.degree,19,3,438,22.6794651,45.6562877,53.67976946,1
29303,24,professional.course,6,25,111,26.29006762,9.884751772,19.29722329,0
24198,38,high.school,21,20,39,1.149860316,0.296791838,0.151653685,0
15463,34,high.school,14,11,206,4.245306394,3.351119068,5.394212103,0
22169,55,basic,17,31,240,2.925247303,1.337114011,5.683479516,0
40073,42,basic,5,2,95,4.093950498,1.595014377,2.294238596,0
22212,55,professional.course,11,5,138,17.63237647,2.6358693,21.69681023,0
31067,43,high.school,19,21,115,17.52073771,4.148643594,16.00020477,0
22528,27,illiterate,5,25,236,2.866576954,1.104446449,5.660675163,0
35641,26,university.degree,7,18,204,11.52164556,8.058075327,15.44608161,0
28808,47,professional.course,12,25,216,26.6212597,30.67346432,26.82845663,0
35232,49,professional.course,10,9,160,14.70066741,16.63692281,6.884145051,0
24930,26,illiterate,9,19,71,15.05033682,0.379132919,10.30660622,0
15789,42,high.school,16,17,62,21.27907233,0.274229822,12.91879502,0
7530,56,high.school,0,28,231,4.342208473,6.320320705,3.710180867,0
39238,32,high.school,26,25,19,7.535586512,1.031987098,0.399774339,0
38076,35,professional.course,12,2,152,23.58201866,11.09732334,24.74734502,0
3106,46,high.school,2,19,315,22.10336795,41.64961363,27.97599542,1
7381,38,high.school,26,26,199,30.23878804,18.06004898,42.11513923,0
